User_ID,Age,Gender,Location,Occupation,Marital_Status,Education_Level,Income_Level,Device_Type,App_Download_Source,Region,App_Name,Screen_Time,Session_Count,Notifications_Received,Time_Spent_Per_Session,App_Installs,App_Version,Usage_Patterns,Peak_Usage_Times,Break_Intervals,Usage_Frequency,App_Addiction_Level,Engagement_Level,Social_Interaction,App_Purpose,Content_Type,Average_Interaction_Time,Sleep_Disruption,Distraction_Level
U1428,26,Other,Lewisburgh,Retired,Widowed,Postgraduate,High,Android,Other,West,Twitter,Invalid,9,24,14,Invalid,Beta,Binge,Morning,5 mins every hour,Daily,9,63,370,Work,Text Posts,22,3,7
U1429,28,Male,Jessicaland,Unemployed,Single,Postgraduate,Middle,Android,Apple Store,West,Twitter,275,2,12,22,Invalid,Latest,Regular,Evening,None,Daily,83,81,252,Work,Stories,12,6,10
U1430,99,Male,Ruizhaven,Professional,Widowed,Undergraduate,High,Android,Other,West,Twitter,87,Invalid,48,29,Yes,v1.0,Binge,Afternoon,5 mins every hour,Monthly,71,9,19,Work,Stories,15,4,1
U1431,99,Other,North Royfurt,Retired,Widowed,High School,Middle,Android,Apple Store,South,WhatsApp,40,9,33,13,No,v1.2,Regular,Afternoon,10 mins every hour,Weekly,13,100,340,Education,Videos,13,7,1
U1432,52,Other,East Paulbury,Student,Single,Undergraduate,Low,Android,Google Play,South,Twitter,163,15,18,17,Yes,v1.2,Regular,Afternoon,None,Daily,21,67,163,Entertainment,Videos,13,3,4
U1433,34,Invalid,East Jesse,Unemployed,Widowed,High School,High,Android,Google Play,South,WhatsApp,119,16,15,18,No,Beta,Rare,Night,10 mins every hour,Monthly,79,54,56,Work,Stories,25,9,7
U1434,53,Other,East Maryfurt,Professional,Widowed,Undergraduate,Low,Android,Other,North,Twitter,200,14,12,16,No,v1.0,Regular,Evening,5 mins every hour,Daily,91,38,325,Work,Videos,28,8,3
U1435,57,Other,Gonzalezshire,Retired,Widowed,Undergraduate,Low,iOS,Other,West,Twitter,61,Invalid,30,16,No,v1.0,Binge,Morning,10 mins every hour,Daily,Invalid,30,213,Entertainment,Text Posts,20,9,7
U1436,30,Invalid,Mackenzieberg,Student,Widowed,High School,Middle,iOS,Apple Store,West,Twitter,205,13,34,26,No,Latest,Regular,Afternoon,10 mins every hour,Weekly,41,63,418,News,Videos,13,7,6
U1437,42,Male,Port Caitlinchester,Student,Widowed,Undergraduate,High,iOS,Apple Store,South,WhatsApp,209,Invalid,49,22,No,Latest,Regular,Afternoon,None,Monthly,9999,66,422,Work,Stories,28,7,6
U1438,Invalid,Unknown,East Katherine,Professional,Single,High School,Middle,Android,Apple Store,South,WhatsApp,114,1,3,18,Yes,v1.2,Binge,Morning,5 mins every hour,Monthly,9999,74,449,Entertainment,Text Posts,7,6,1
U1439,54,Female,South Diana,Professional,Widowed,High School,High,iOS,Apple Store,South,Facebook,198,1,8,10,Yes,Latest,Rare,Night,10 mins every hour,Weekly,67,30,83,Work,Photos,28,0,9
U1440,-1,Male,Danafort,Student,Widowed,Postgraduate,High,iOS,Apple Store,North,Twitter,47,16,28,8,No,v1.1,Regular,Morning,10 mins every hour,Weekly,50,53,254,Entertainment,Stories,6,0,8
U1441,-1,Other,South Stephanie,Professional,Widowed,Undergraduate,High,Android,Google Play,East,Instagram,286,6,22,5,Invalid,v1.2,Binge,Night,None,Monthly,9,4,81,News,Text Posts,15,10,2
U1442,26,Female,New Steven,Professional,Widowed,Postgraduate,Low,Tablet,Google Play,South,Facebook,89,18,28,7,Yes,v1.2,Rare,Evening,10 mins every hour,Weekly,70,38,308,Socializing,Photos,24,8,9
U1443,41,Female,Jamesmouth,Professional,Single,High School,Middle,iOS,Other,North,TikTok,134,10,18,21,No,v1.0,Rare,Night,None,Daily,Invalid,59,7,News,Text Posts,19,5,5
U1444,20,Female,Lake Joseph,Unemployed,Single,Postgraduate,Middle,Android,Google Play,West,Twitter,200,7,42,11,No,v1.1,Binge,Morning,5 mins every hour,Weekly,98,45,310,Socializing,Text Posts,20,0,6
U1445,42,Unknown,Ramirezbury,Unemployed,Widowed,Postgraduate,Middle,Tablet,Google Play,North,Facebook,136,1,42,5,Yes,v1.1,Rare,Morning,10 mins every hour,Weekly,4,70,80,Education,Videos,9,3,10
U1446,37,Male,Williamfurt,Professional,Single,Postgraduate,Middle,Tablet,Apple Store,East,Twitter,143,10,30,27,No,Latest,Regular,Morning,None,Weekly,Invalid,76,189,Entertainment,Text Posts,13,1,2
U1447,99,Other,Sanchezshire,Unemployed,Married,High School,Low,iOS,Apple Store,North,Facebook,145,Invalid,31,13,No,v1.1,Regular,Night,10 mins every hour,Weekly,71,81,393,Entertainment,Text Posts,15,4,7
U1448,57,Male,Smithborough,Student,Widowed,Postgraduate,High,iOS,Other,North,Instagram,129,9999,9,19,No,Latest,Regular,Morning,5 mins every hour,Weekly,Invalid,36,268,Socializing,Stories,29,7,4
U1449,54,Other,Manntown,Professional,Single,Postgraduate,High,iOS,Apple Store,West,WhatsApp,229,1,25,7,No,v1.2,Rare,Evening,None,Daily,9999,86,242,Work,Photos,15,5,6
U1450,Invalid,Female,New Kristinaside,Professional,Widowed,High School,Middle,iOS,Google Play,North,Facebook,149,2,45,8,No,Latest,Rare,Night,5 mins every hour,Monthly,Invalid,80,310,Education,Videos,9,6,4
U1451,22,Female,Callahanborough,Student,Widowed,Postgraduate,Middle,Tablet,Google Play,West,Twitter,248,15,17,21,No,Latest,Rare,Afternoon,None,Monthly,85,62,294,Socializing,Text Posts,20,9,8
U1452,45,Male,West Thomas,Professional,Single,Postgraduate,High,Tablet,Apple Store,East,WhatsApp,209,16,26,8,No,v1.1,Rare,Evening,None,Monthly,3,75,35,Education,Stories,26,8,1
U1453,55,Female,South Eric,Student,Married,High School,High,Tablet,Other,East,Facebook,168,18,45,8,No,v1.2,Rare,Afternoon,10 mins every hour,Weekly,Invalid,59,105,News,Videos,11,9,8
U1454,Invalid,Female,South Maryberg,Student,Married,Undergraduate,Middle,Tablet,Other,South,Twitter,67,9999,23,16,Yes,v1.1,Binge,Night,None,Weekly,Invalid,54,491,Socializing,Text Posts,29,9,1
U1455,99,Other,Codymouth,Student,Married,High School,High,Android,Other,South,TikTok,225,4,7,14,No,v1.2,Binge,Morning,5 mins every hour,Weekly,0,84,0,Work,Text Posts,21,2,3
U1456,40,Other,Gomezton,Student,Single,Postgraduate,Middle,iOS,Other,South,Facebook,196,3,29,22,Yes,Latest,Regular,Night,None,Daily,9999,61,47,Education,Videos,18,10,8
U1457,47,Other,Lake Phillipshire,Student,Widowed,High School,Low,iOS,Other,North,Twitter,87,4,48,24,No,Latest,Binge,Night,None,Monthly,29,35,104,News,Videos,27,9,10
U1458,47,Female,South Cathy,Unemployed,Widowed,Undergraduate,High,Android,Google Play,West,WhatsApp,Invalid,9999,13,13,No,Latest,Regular,Night,10 mins every hour,Weekly,50,87,87,News,Stories,18,2,10
U1459,20,Male,Stewartville,Student,Widowed,Undergraduate,Middle,iOS,Other,West,WhatsApp,130,9999,46,9,No,v1.1,Regular,Night,5 mins every hour,Monthly,Invalid,79,474,Work,Text Posts,9,6,4
U1460,27,Female,West Melvin,Student,Single,High School,Low,Android,Google Play,East,Facebook,9999,3,44,27,Yes,v1.2,Binge,Afternoon,None,Daily,9999,99,128,Entertainment,Videos,14,10,2
U1461,-1,Male,North Anthonyfurt,Retired,Single,Postgraduate,Middle,Android,Other,North,TikTok,157,11,17,9,No,Beta,Binge,Night,10 mins every hour,Monthly,49,70,68,Entertainment,Photos,26,1,3
U1462,99,Female,East Ashlee,Retired,Widowed,Postgraduate,Low,iOS,Google Play,South,WhatsApp,106,9999,39,5,Yes,Latest,Rare,Evening,5 mins every hour,Daily,64,9,51,Education,Text Posts,13,7,8
U1463,20,Other,Port Rickytown,Unemployed,Widowed,High School,High,Android,Google Play,West,Instagram,9999,2,22,17,No,v1.0,Regular,Night,5 mins every hour,Monthly,16,94,65,Education,Text Posts,20,10,9
U1464,51,Male,North Christopherbury,Unemployed,Widowed,Undergraduate,Low,Android,Apple Store,West,Instagram,Invalid,14,14,20,Yes,Latest,Binge,Afternoon,10 mins every hour,Weekly,8,79,430,Socializing,Photos,24,2,6
U1465,22,Male,Foxberg,Unemployed,Married,Postgraduate,Low,iOS,Google Play,West,WhatsApp,206,9,48,5,Yes,v1.0,Regular,Evening,None,Weekly,52,67,179,Entertainment,Stories,17,3,5
U1466,Invalid,Female,New Jesusland,Student,Married,High School,High,Tablet,Google Play,North,Instagram,114,11,42,20,No,v1.0,Rare,Morning,5 mins every hour,Weekly,29,68,222,Education,Text Posts,29,10,4
U1467,50,Male,Bobbyside,Professional,Widowed,High School,Low,Android,Google Play,West,TikTok,183,9999,38,28,Yes,v1.0,Binge,Morning,None,Monthly,98,80,255,News,Text Posts,28,1,4
U1468,41,Female,Angelastad,Unemployed,Married,Undergraduate,Middle,iOS,Google Play,South,Facebook,39,19,17,23,No,v1.2,Rare,Night,10 mins every hour,Weekly,65,51,199,Socializing,Text Posts,29,7,10
U1469,-1,Male,Hinesside,Unemployed,Widowed,Undergraduate,Middle,Tablet,Apple Store,South,TikTok,265,9999,38,8,No,Beta,Rare,Morning,10 mins every hour,Weekly,86,38,210,Work,Videos,8,2,2
U1470,33,Other,West Jamestown,Unemployed,Single,High School,High,iOS,Google Play,South,Facebook,226,9999,5,22,No,v1.2,Rare,Night,None,Daily,19,54,380,News,Photos,6,8,9
U1471,28,Female,North Jessicaport,Student,Single,Undergraduate,Low,Android,Google Play,North,WhatsApp,232,9999,24,10,Yes,Latest,Regular,Evening,None,Daily,62,65,396,Entertainment,Stories,24,8,2
U1472,51,Other,Cunninghamfort,Unemployed,Single,High School,Low,Android,Other,South,Twitter,143,10,44,29,Yes,v1.1,Binge,Evening,5 mins every hour,Weekly,3,43,14,Work,Videos,14,6,4
U1473,59,Female,Port Robertburgh,Student,Single,Postgraduate,Low,iOS,Other,South,Facebook,161,10,6,24,Invalid,Beta,Rare,Morning,10 mins every hour,Weekly,37,71,0,News,Stories,11,6,5
U1474,Invalid,Male,Hobbschester,Student,Single,High School,High,Android,Google Play,South,Twitter,299,9,31,14,Invalid,Latest,Binge,Night,None,Daily,98,85,370,Work,Videos,27,5,7
U1475,99,Other,Madelineside,Student,Married,Undergraduate,High,iOS,Apple Store,East,WhatsApp,48,8,12,23,No,v1.1,Binge,Afternoon,10 mins every hour,Weekly,58,41,151,Entertainment,Videos,18,10,1
U1476,49,Female,Alexanderhaven,Retired,Married,Postgraduate,High,Android,Other,East,Twitter,9999,9,33,25,No,v1.1,Regular,Morning,5 mins every hour,Monthly,27,71,53,Socializing,Text Posts,15,6,10
U1477,25,Other,Kruegerfurt,Retired,Widowed,High School,Middle,Android,Other,North,WhatsApp,201,14,1,19,Invalid,Latest,Regular,Night,5 mins every hour,Monthly,36,19,339,News,Text Posts,15,3,9
U1478,29,Male,West Emma,Unemployed,Widowed,High School,High,iOS,Apple Store,East,Facebook,41,10,5,25,No,v1.1,Binge,Afternoon,5 mins every hour,Daily,9999,73,404,News,Stories,6,9,6
U1479,-1,Other,Deleontown,Student,Married,High School,Low,Tablet,Other,East,WhatsApp,166,13,5,16,Invalid,v1.2,Binge,Morning,None,Weekly,Invalid,16,103,News,Text Posts,7,4,10
U1480,43,Male,Mitchellton,Unemployed,Single,Undergraduate,High,iOS,Apple Store,North,Twitter,161,14,20,24,No,Latest,Binge,Afternoon,10 mins every hour,Monthly,43,97,49,Socializing,Photos,22,8,6
U1481,55,Male,Paigemouth,Unemployed,Widowed,Postgraduate,High,iOS,Apple Store,West,Instagram,Invalid,14,37,10,Yes,Latest,Rare,Night,None,Monthly,Invalid,91,84,Entertainment,Videos,10,2,7
U1482,-1,Other,Port Bryan,Professional,Married,Undergraduate,Low,Android,Apple Store,East,Twitter,112,3,36,12,No,Beta,Binge,Evening,None,Monthly,9999,91,64,News,Photos,29,4,1
U1483,48,Unknown,East Bruceshire,Professional,Widowed,Postgraduate,Middle,Android,Other,South,Facebook,263,17,47,18,Yes,Latest,Binge,Evening,10 mins every hour,Weekly,9,26,168,Entertainment,Text Posts,10,0,3
U1484,45,Male,Malloryville,Unemployed,Widowed,Undergraduate,Middle,iOS,Google Play,South,Twitter,58,Invalid,9,28,No,v1.0,Binge,Morning,5 mins every hour,Monthly,91,96,430,News,Videos,9,9,1
U1485,Invalid,Other,Harriston,Retired,Widowed,High School,Middle,Android,Other,North,Facebook,112,2,19,28,Yes,v1.2,Regular,Night,5 mins every hour,Daily,12,5,59,Socializing,Videos,12,8,5
U1486,28,Invalid,West Valerie,Student,Widowed,High School,High,iOS,Other,South,WhatsApp,Invalid,8,18,7,No,Beta,Regular,Morning,10 mins every hour,Monthly,Invalid,86,203,Entertainment,Videos,26,10,2
U1487,37,Female,Middletonshire,Professional,Married,Postgraduate,Middle,iOS,Apple Store,West,Facebook,163,10,31,27,Yes,Beta,Regular,Night,None,Monthly,6,43,483,Education,Stories,13,1,7
U1488,33,Male,Michaelshire,Student,Single,Postgraduate,Middle,Tablet,Other,West,Twitter,205,13,32,22,No,v1.0,Binge,Morning,5 mins every hour,Weekly,9,66,15,Entertainment,Text Posts,28,2,10
U1489,58,Male,Kylemouth,Student,Married,Postgraduate,High,Tablet,Other,South,Facebook,224,3,28,20,Yes,Latest,Regular,Evening,None,Weekly,37,13,132,Entertainment,Photos,21,10,7
U1490,23,Other,Rodriguezton,Student,Married,Postgraduate,High,Android,Google Play,South,TikTok,252,4,39,16,No,Beta,Regular,Morning,5 mins every hour,Daily,Invalid,67,489,Socializing,Photos,13,3,9
U1491,28,Male,South Robin,Student,Married,Undergraduate,Middle,iOS,Other,South,WhatsApp,247,9999,9,28,Yes,v1.1,Binge,Night,10 mins every hour,Daily,5,38,367,Entertainment,Photos,19,7,4
U1492,Invalid,Unknown,South Matthewmouth,Professional,Single,Undergraduate,Middle,iOS,Apple Store,West,TikTok,93,14,11,26,No,Latest,Regular,Night,None,Weekly,Invalid,60,253,Work,Text Posts,17,6,5
U1493,39,Male,Greenefort,Retired,Single,Postgraduate,High,Tablet,Other,East,Instagram,187,13,24,17,Yes,v1.2,Regular,Evening,10 mins every hour,Daily,Invalid,62,311,News,Videos,7,4,2
U1494,35,Female,Trujilloville,Student,Widowed,Undergraduate,High,Tablet,Other,West,WhatsApp,288,9999,33,14,Yes,Beta,Rare,Afternoon,5 mins every hour,Monthly,Invalid,94,213,Work,Text Posts,21,5,2
U1495,55,Female,Natalieborough,Unemployed,Single,High School,High,iOS,Google Play,East,WhatsApp,152,9999,0,21,No,v1.1,Regular,Night,5 mins every hour,Monthly,11,79,74,News,Stories,14,8,2
U1496,22,Male,Chaseside,Student,Widowed,Postgraduate,High,Android,Google Play,East,Facebook,177,12,25,13,No,v1.0,Binge,Morning,5 mins every hour,Monthly,9999,60,255,Entertainment,Stories,25,2,10
U1497,99,Female,Brownville,Professional,Single,High School,Low,Android,Google Play,North,Twitter,202,Invalid,29,18,Yes,v1.2,Binge,Evening,None,Monthly,9999,49,153,Socializing,Photos,7,7,2
U1498,-1,Male,Danielchester,Unemployed,Widowed,Undergraduate,Middle,Android,Other,South,Instagram,145,8,38,16,Invalid,v1.0,Binge,Afternoon,5 mins every hour,Weekly,7,49,154,Work,Photos,12,4,6
U1499,24,Male,North Cameron,Professional,Married,Undergraduate,Low,iOS,Apple Store,West,Facebook,9999,6,45,10,Yes,v1.0,Binge,Morning,5 mins every hour,Daily,71,31,25,Education,Stories,16,0,5
U1500,49,Male,Charleschester,Professional,Single,Postgraduate,High,Android,Google Play,South,TikTok,43,17,35,18,Invalid,Latest,Regular,Evening,10 mins every hour,Daily,39,37,396,Socializing,Videos,25,10,5
U1501,51,Other,Harrismouth,Retired,Married,Undergraduate,High,iOS,Apple Store,North,Instagram,156,Invalid,37,19,No,v1.1,Binge,Evening,10 mins every hour,Weekly,21,4,193,Socializing,Text Posts,6,9,8
U1502,55,Male,Atkinsshire,Professional,Widowed,Postgraduate,High,Android,Google Play,North,Facebook,221,14,27,17,No,v1.0,Rare,Evening,10 mins every hour,Daily,90,17,412,News,Videos,12,1,7
U1503,48,Other,Melindaburgh,Professional,Single,High School,Low,iOS,Other,North,WhatsApp,276,9,26,17,No,v1.2,Binge,Afternoon,None,Weekly,Invalid,75,69,Entertainment,Videos,24,3,8
U1504,-1,Male,Barnesmouth,Retired,Widowed,Postgraduate,Low,Android,Other,South,WhatsApp,Invalid,9999,0,17,Yes,v1.1,Rare,Afternoon,5 mins every hour,Daily,Invalid,95,452,Work,Text Posts,28,4,8
U1505,41,Male,East Brittany,Student,Married,Undergraduate,High,Android,Other,West,TikTok,122,3,11,22,No,v1.1,Rare,Morning,10 mins every hour,Monthly,27,27,148,Socializing,Stories,12,1,3
U1506,36,Male,Bakerberg,Retired,Married,High School,Middle,iOS,Apple Store,South,Facebook,248,9,12,16,Yes,Latest,Regular,Evening,None,Weekly,99,86,334,Socializing,Stories,23,7,7
U1507,57,Other,Marilynland,Retired,Single,Undergraduate,Middle,iOS,Other,East,Facebook,215,17,43,22,No,v1.2,Regular,Morning,10 mins every hour,Daily,0,18,69,Socializing,Stories,29,3,3
U1508,54,Female,New Danielview,Student,Widowed,High School,Low,iOS,Apple Store,South,WhatsApp,72,6,13,6,Invalid,Beta,Rare,Morning,None,Weekly,9999,93,15,Socializing,Text Posts,7,5,10
U1509,99,Female,Port Dennis,Retired,Single,Postgraduate,High,Tablet,Google Play,North,Instagram,75,16,13,16,Yes,v1.2,Regular,Afternoon,5 mins every hour,Daily,16,92,118,Work,Text Posts,22,2,10
U1510,25,Male,Aprilfort,Professional,Widowed,High School,Low,Tablet,Google Play,South,Twitter,225,12,6,26,Yes,Latest,Regular,Afternoon,10 mins every hour,Monthly,20,94,486,Entertainment,Stories,27,4,3
U1511,47,Male,Port Pamela,Student,Single,High School,Middle,Android,Other,East,WhatsApp,251,Invalid,10,9,No,Beta,Binge,Afternoon,5 mins every hour,Daily,86,12,242,Work,Text Posts,13,8,2
U1512,29,Male,Mooreburgh,Unemployed,Single,Postgraduate,High,Android,Other,East,Facebook,202,15,32,14,Yes,Beta,Rare,Afternoon,5 mins every hour,Daily,49,69,241,Work,Stories,20,7,2
U1513,41,Other,Lake William,Professional,Married,Undergraduate,High,Tablet,Apple Store,South,Instagram,215,9999,27,12,Yes,v1.1,Rare,Night,5 mins every hour,Daily,25,72,2,Education,Photos,29,4,9
U1514,44,Other,Wardberg,Unemployed,Single,High School,Middle,Tablet,Other,East,Instagram,75,7,34,16,Yes,Latest,Regular,Evening,None,Daily,57,83,317,Education,Stories,7,8,3
U1515,25,Other,Tonitown,Unemployed,Married,High School,Low,Tablet,Other,West,TikTok,101,9999,23,17,Yes,v1.1,Rare,Morning,10 mins every hour,Weekly,8,98,62,Education,Text Posts,13,6,2
U1516,Invalid,Female,Rubenborough,Retired,Single,Postgraduate,Low,Android,Apple Store,South,WhatsApp,133,6,10,15,No,v1.0,Regular,Afternoon,None,Monthly,88,62,52,Education,Videos,25,10,9
U1517,25,Other,South Hollyside,Unemployed,Single,Postgraduate,High,iOS,Google Play,West,TikTok,182,2,5,21,Yes,v1.1,Rare,Evening,None,Weekly,Invalid,20,199,Work,Photos,20,4,4
U1518,56,Male,Lake Coryville,Unemployed,Single,Undergraduate,Middle,Android,Apple Store,South,WhatsApp,127,18,36,11,No,v1.0,Binge,Night,10 mins every hour,Monthly,17,18,206,Socializing,Photos,6,4,8
U1519,Invalid,Other,Youngstad,Retired,Single,High School,Low,Tablet,Apple Store,North,Twitter,147,3,6,20,Yes,v1.0,Rare,Morning,5 mins every hour,Weekly,9999,67,446,Entertainment,Text Posts,20,2,6
U1520,41,Unknown,South George,Unemployed,Single,High School,High,Tablet,Apple Store,North,WhatsApp,9999,13,5,8,Invalid,v1.0,Regular,Afternoon,None,Daily,6,37,241,Entertainment,Text Posts,6,9,10
U1521,39,Male,Aguilarberg,Student,Widowed,Postgraduate,High,iOS,Other,South,Instagram,103,Invalid,29,26,No,Latest,Regular,Evening,None,Weekly,72,89,321,Socializing,Stories,13,6,2
U1522,33,Male,Clarkburgh,Retired,Married,Undergraduate,Low,Android,Apple Store,North,WhatsApp,9999,5,25,21,Yes,v1.0,Rare,Evening,10 mins every hour,Monthly,99,7,149,Education,Text Posts,21,1,2
U1523,46,Other,Griffinton,Unemployed,Widowed,Postgraduate,Low,Tablet,Google Play,West,Instagram,95,4,11,16,No,v1.1,Regular,Night,None,Weekly,50,52,256,Socializing,Videos,8,7,9
U1524,24,Female,New Jessicachester,Retired,Married,Postgraduate,Middle,Tablet,Other,East,TikTok,64,10,20,13,Yes,Latest,Regular,Evening,5 mins every hour,Monthly,9999,36,203,Education,Videos,28,6,3
U1525,33,Other,Olsenville,Unemployed,Widowed,High School,High,iOS,Google Play,East,WhatsApp,217,11,9,17,Yes,v1.0,Binge,Evening,10 mins every hour,Daily,33,51,287,Entertainment,Photos,6,3,5
U1526,54,Other,Stevenport,Professional,Married,High School,High,iOS,Apple Store,East,WhatsApp,180,17,10,8,Yes,v1.1,Binge,Morning,None,Weekly,65,7,224,Socializing,Videos,9,6,1
U1527,Invalid,Male,Port Kellyhaven,Unemployed,Single,Postgraduate,Middle,Tablet,Other,East,Instagram,153,17,47,29,Yes,v1.0,Regular,Afternoon,5 mins every hour,Monthly,88,96,7,Education,Stories,20,8,9
U1528,45,Male,South Juan,Retired,Single,High School,Low,iOS,Other,East,Twitter,213,11,25,13,Yes,v1.1,Binge,Night,None,Monthly,50,34,227,Entertainment,Text Posts,29,2,5
U1529,27,Other,Port Cassandraland,Student,Single,Postgraduate,High,Tablet,Other,East,Twitter,36,13,4,15,No,v1.0,Binge,Morning,None,Weekly,9999,25,326,News,Photos,5,5,4
U1530,32,Other,Hodgefort,Professional,Single,High School,High,Android,Google Play,West,Facebook,9999,16,19,20,Yes,v1.0,Rare,Morning,5 mins every hour,Monthly,22,16,219,Education,Stories,25,1,4
U1531,-1,Unknown,West Matthewtown,Retired,Married,High School,Middle,Tablet,Other,East,Twitter,48,9999,7,13,No,v1.0,Binge,Afternoon,5 mins every hour,Monthly,59,61,332,Entertainment,Videos,26,7,2
U1532,31,Female,Taylorburgh,Professional,Single,High School,High,iOS,Other,South,Instagram,259,17,41,10,No,v1.2,Regular,Evening,None,Daily,78,51,495,News,Videos,29,0,9
U1533,52,Other,New Meghan,Student,Married,Undergraduate,Low,Tablet,Apple Store,East,Facebook,9999,7,8,17,Yes,v1.2,Binge,Afternoon,10 mins every hour,Weekly,78,90,444,News,Videos,20,6,3
U1534,37,Male,New Alexanderhaven,Professional,Single,Postgraduate,Low,iOS,Other,West,WhatsApp,34,Invalid,8,12,No,v1.0,Binge,Morning,5 mins every hour,Weekly,80,49,143,Entertainment,Stories,29,4,8
U1535,Invalid,Other,Michelleton,Retired,Single,High School,Middle,Android,Other,West,Twitter,289,9999,27,13,Yes,v1.2,Rare,Evening,5 mins every hour,Daily,88,35,308,Entertainment,Stories,8,1,10
U1536,29,Female,North Katie,Student,Married,Postgraduate,Middle,Android,Google Play,South,Twitter,131,10,4,24,Yes,v1.1,Binge,Night,10 mins every hour,Monthly,74,97,240,Entertainment,Videos,23,1,8
U1537,23,Female,Riosville,Unemployed,Widowed,High School,Middle,Android,Other,South,Twitter,9999,1,17,20,No,v1.2,Rare,Afternoon,5 mins every hour,Daily,8,4,164,Entertainment,Text Posts,8,3,5
U1538,31,Other,Orrhaven,Professional,Widowed,High School,Low,iOS,Other,East,TikTok,286,3,3,25,No,Latest,Binge,Afternoon,None,Weekly,Invalid,75,366,Entertainment,Videos,16,9,9
U1539,Invalid,Female,Rachelshire,Retired,Widowed,Postgraduate,High,iOS,Apple Store,North,TikTok,Invalid,Invalid,44,27,Yes,v1.0,Rare,Afternoon,5 mins every hour,Daily,91,45,299,Education,Photos,21,0,8
U1540,23,Male,West Javierhaven,Retired,Widowed,High School,Middle,Tablet,Apple Store,East,Facebook,44,3,5,5,No,Beta,Regular,Night,5 mins every hour,Daily,88,73,165,Education,Videos,21,4,4
U1541,48,Female,Port Shelly,Student,Single,Undergraduate,Low,Android,Apple Store,North,WhatsApp,237,12,24,12,Yes,Beta,Regular,Afternoon,5 mins every hour,Monthly,6,96,25,Socializing,Photos,25,8,5
U1542,99,Other,Boydport,Unemployed,Single,Postgraduate,Low,Tablet,Other,East,Instagram,184,4,49,27,Yes,Beta,Regular,Morning,10 mins every hour,Daily,9999,45,384,News,Photos,10,5,9
U1543,33,Male,Bishopville,Unemployed,Married,High School,High,iOS,Apple Store,West,TikTok,99,6,20,24,No,v1.1,Regular,Afternoon,5 mins every hour,Monthly,22,33,305,News,Videos,18,2,10
U1544,Invalid,Female,Michelleshire,Professional,Single,Undergraduate,Low,Tablet,Google Play,East,Instagram,218,4,41,29,No,Beta,Rare,Evening,5 mins every hour,Monthly,90,64,20,Socializing,Text Posts,27,10,2
U1545,99,Unknown,West Ashley,Student,Single,Postgraduate,Low,iOS,Other,East,WhatsApp,9999,17,18,14,No,Beta,Regular,Night,10 mins every hour,Daily,Invalid,55,289,Education,Photos,20,8,6
U1546,21,Female,West Meganmouth,Retired,Married,Postgraduate,High,Android,Other,East,Twitter,Invalid,2,34,22,Yes,v1.1,Binge,Afternoon,None,Weekly,20,76,186,Socializing,Videos,25,10,4
U1547,59,Male,Rogersfort,Retired,Widowed,Undergraduate,Middle,Tablet,Apple Store,North,TikTok,156,9,39,16,Yes,v1.1,Rare,Morning,10 mins every hour,Weekly,Invalid,50,3,Socializing,Stories,12,8,2
U1548,Invalid,Invalid,South Troyburgh,Retired,Married,Undergraduate,High,Android,Google Play,West,WhatsApp,Invalid,9999,14,6,Invalid,Latest,Binge,Evening,None,Monthly,78,32,61,Socializing,Photos,7,5,5
U1549,47,Other,West Margaret,Student,Widowed,Undergraduate,Middle,iOS,Google Play,East,Instagram,112,19,35,27,Yes,v1.2,Binge,Afternoon,10 mins every hour,Monthly,69,19,470,Entertainment,Videos,19,0,4
U1550,31,Invalid,West Jacob,Retired,Married,High School,Middle,Tablet,Google Play,North,TikTok,121,9999,44,26,Yes,v1.0,Binge,Morning,None,Daily,Invalid,48,275,Education,Stories,24,7,4
U1551,52,Male,South Craighaven,Unemployed,Single,Undergraduate,High,Android,Other,North,Instagram,Invalid,17,26,6,Yes,Latest,Regular,Afternoon,5 mins every hour,Daily,Invalid,7,118,Entertainment,Videos,16,9,4
U1552,18,Female,Port Michaelmouth,Professional,Married,Postgraduate,Middle,Android,Google Play,East,WhatsApp,250,12,29,20,No,v1.0,Rare,Evening,None,Monthly,74,85,153,Work,Photos,24,1,9
U1553,99,Female,South Katelynland,Unemployed,Widowed,Undergraduate,High,Android,Other,South,Facebook,89,9,29,11,Yes,v1.1,Binge,Night,10 mins every hour,Weekly,90,35,387,News,Videos,8,2,7
U1554,40,Male,West Joshua,Professional,Widowed,High School,High,Android,Other,East,Facebook,147,14,13,11,No,v1.0,Regular,Morning,5 mins every hour,Weekly,19,60,123,Work,Text Posts,27,6,5
U1555,31,Male,Port Ashley,Student,Married,Undergraduate,Low,Tablet,Google Play,West,TikTok,218,2,38,10,No,v1.1,Rare,Afternoon,10 mins every hour,Daily,36,38,252,News,Stories,14,9,8
U1556,23,Male,Jasonmouth,Unemployed,Married,High School,Low,Tablet,Other,East,TikTok,229,16,15,13,Yes,v1.2,Rare,Evening,5 mins every hour,Weekly,56,18,420,Entertainment,Stories,26,10,8
U1557,59,Male,West Jimfurt,Student,Single,High School,High,Android,Google Play,South,WhatsApp,221,2,16,21,Yes,v1.1,Regular,Afternoon,None,Weekly,99,72,89,Education,Text Posts,6,3,7
